0,0
1,1
2,1
5,0
6,0
8,1
10,1
12,0
14,1
15,1
17,0
18,1
20,0
21,0
22,1
27,0
30,0
31,1
34,0
35,0
37,0
38,1
39,1
40,1
45,0
46,0
48,0
49,1
50,1
51,0
52,1
54,0
55,0
60,0
62,0
64,0
65,0
66,1
68,1
71,1
74,0
75,0
76,0
77,0
78,1
79,1
81,0
85,1
89,0
90,0
92,0
96,0
97,0
100,1
101,0
102,0
103,0
104,0
105,0
107,0
108,0
109,1
113,1
116,0
118,0
122,0
124,0
127,0
132,1
133,1
140,1
141,1
142,1
144,0
145,0
150,0
154,0
155,0
156,1
157,0
158,0
159,0
161,1
162,0
165,1
167,1
170,0
171,1
172,1
173,0
175,0
178,0
179,0
181,0
185,0
187,0
188,0
190,1
193,1
194,1
196,0
198,1
200,0
202,0
204,0
205,1
206,0
208,1
210,0
211,1
214,0
215,1
218,1
220,0
222,0
223,0
229,1
230,1
231,0
233,1
235,1
236,0
238,0
239,0
240,1
241,1
242,0
243,0
245,0
247,1
249,0
250,0
251,1
252,0
253,0
255,1
258,1
261,1
262,0
263,0
264,1
266,0
267,0
268,1
270,0
271,0
272,1
278,1
279,1
283,0
285,0
293,1
294,0
298,0
299,1
301,0
302,0
303,1
304,0
306,1
308,0
309,1
310,1
311,1
312,1
313,0
315,1
316,1
317,0
318,1
319,1
320,0
327,1
331,0
333,0
334,1
337,1
338,0
342,0
344,0
345,1
346,1
350,0
351,0
352,1
354,0
356,1
358,1
361,0
362,1
363,0
364,0
366,1
367,1
372,0
374,1
375,1
378,0
379,0
380,1
382,0
384,0
386,1
389,1
390,0
391,0
392,0
395,0
397,0
399,1
401,0
402,1
403,0
406,0
408,0
409,1
412,1
413,0
416,1
418,0
420,0
422,0
424,0
425,0
428,0
432,1
434,0
436,1
439,0
440,1
441,0
443,1
447,0
451,0
452,0
453,0
456,0
457,1
458,1
460,0
462,0
465,0
467,0
471,0
474,1
475,0
476,0
477,0
479,1
481,0
482,0
483,1
484,0
485,1
487,0
489,1
491,0
492,0
493,0
494,0
495,0
496,1
500,0
501,1
503,1
505,0
506,1
511,0
513,1
516,1
518,1
519,0
520,1
521,0
522,0
523,1
524,0
526,1
527,0
529,0
530,1
531,0
532,0
533,1
535,1
538,0
542,1
545,0
549,1
553,0
557,0
558,1
561,0
563,0
564,1
566,0
567,1
570,0
572,0
573,1
578,1
580,1
583,0
585,1
587,0
588,0
592,0
596,1
597,0
603,0
609,1
612,1
614,0
615,1
618,1
619,0
620,0
625,0
626,0
627,1
631,0
632,0
634,1
635,1
638,1
642,1
643,0
644,1
646,0
647,0
648,0
650,0
652,0
653,1
654,1
655,0
656,0
657,1
658,0
666,0
669,1
671,0
672,0
674,0
676,0
678,1
680,1
681,0
683,1
686,1
688,0
693,0
694,0
695,0
698,0
700,1
701,0
704,0
706,1
708,1
710,1
712,0
713,0
715,0
718,0
720,1
722,0
724,0
725,0
726,1
727,1
728,0
731,1
735,0
738,0
740,0
742,1
744,0
750,1
752,0
753,0
760,0
761,0
762,0
764,0
766,0
768,0
769,0
771,0
778,0
780,1
782,0
784,0
785,0
786,1
787,1
788,1
796,1
799,1
800,0
803,1
806,0
807,1
808,0
810,0
811,0
813,1
815,0
816,1
817,0
818,0
819,1
820,1
822,0
823,1
825,0
827,1
832,0
833,0
837,0
838,0
839,0
841,0
843,0
848,0
851,0
852,1
857,0
859,0
862,1
864,0
866,1
870,0
875,1
876,0
877,0
878,0
880,1
881,0
882,1
883,0
885,1
886,0
887,1
889,0
890,0
